dcterms:title,dcterms:abstract,nlon:keyword,length
留학生寄函,日本留學生事務所에셔 留學의 情況을 本國有志紳士에게 廣佈이 如左니大抵國이 有면 民이 有고 民이 有하면 國이 有은 厥初生民以來自有之常理也라 然이나 有國인 不可無綱紀也오 有民인 不可無敎育也니 故로 古有庠序良有以也라夫敎育은 先乎國民之義務也며 培養國民之精神也어 嗚乎라 祖國은 民智가 未開고 敎育이 未達야 頓未知自由活動的思想이라가 今日二拾世紀生存競爭 時代를 當야 千尋坑塹에 陷얏스니 嗟我同胞여 爲人臣民者ㅣ 孰不大聲疾呼야 喚醒國民之精神乎아自數年以來로 同胞有志之士ㅣ 念王室之如燬고 歎同胞之不幸야 留學于日本東京者ㅣ 幾至七八百名而其中에 志篤而力薄者ㅣ 往往有之야 險冒風霜하며 忍耐困難야 苦以學之矣러니 去二月 太上皇帝陛下옵셔 渙下신 萬圜金에 對야 前進 望으로 晝宵顒望矣러니 事至斷望에 末由者 歸國하고 志篤者 仍以苦學이온바 晝則雇傭고 夜則苦學 諸氏의 熱心血誠을 孰不欽贊哉아 玆에 擧實廣佈오니 願內地有志紳士 遠念海外苦학之情況시와 期遂前進케 심을 爲望이라 얏더라,사회; 기사,501
叙任及辭令,官報○叙任及辭令  ○一月  一日任關稅局主事叙判任官三等  谷野文之進○一月十三日任建築所技手叙判任官四等  立花秀顯○一月十五日任稅關技手叙判任官四等  松田政吉△田宗義彥  瀧田信太郞  任稅關監吏叙判任官五等△任稅關局監吏叙判任官五等  半健太郞○一月十八日任印刷局主事叙判任官三等  前田辰二△任稅關監吏叙判任官五等  井上貞次郞○二月十三日李兌觀  任公立黃州普通學校專科副訓導叙判任官五等△全夏鍾  任公立寧邊普통 學校專科副訓導叙判任五等△鄭慶時  任公立楊根普通學校專科副訓導叙判任官四等△金最鍵  任公立江西普통 學校專科副訓導叙判任五等△李源璜  任公立安山普通學校專科副訓導叙判任五等△韓英淑  任公立定平普통 學校專科副訓導叙判任官五等免本官  財務監督局主事趙容浚  右 該員이 品行不正고 収取賄賂야 至有財務監督局長論報이기 是以免本官△依願免本官  建築所技手藤本萬藏    以上一月三十一日湯本勵  任公立義州普通學校本科訓導叙判任官三等△前副敎員金鳳五任公立義州普通學校本科副訓導叙判任官四等△吉良逸世  任公立星州普通學校本科訓導叙判任官三等△前副敎員金學瑞  任公立星州普通學校本科副訓導叙判任官四等△川口卯橘任公立元山普通學校本科訓導叙判任官三等△前副敎員李春彬  任公立元山普通學校本科副訓導叙判任官四等△前副敎員南相弻  任公立元山普通學校本科副訓導叙判任官五等△山下義上  任公立淸州普通學校本科訓導叙判任官三等△前副敎員崔善東  任公立淸州普通學校本科副訓導叙判任官四等△前副敎員朴南圭  任公立淸州普통 學校專科副訓導叙判任官五等△平泉弘人  任公立黃州普通學校本科訓導叙判任官三等△前副敎員孫敬緖  任公立黃州普통 學校本科副訓導叙判任官四等△田上兵吉  任公立洪州普通學校本科訓導叙判任官三等△前敎員李弻求  任公立洪州普통 學校本科訓導叙判任官四等△前副敎員李寅華  任公立洪州普通學校專科副訓導叙判任官四等小佐佐峯太郞  任公立江鏡普通學校本科訓導叙判任官三等△前敎員朴祥煥  任公立江鏡普通學校本科訓導叙判任官四等△前副敎員吳熙轍  任公立江鏡普通學校本料副訓導叙判任官四等△前副敎員李在恪  任公立江鏡普통 學校專科副訓導叙判任官五等△須長德五郞  任公立木浦普통 學校本科訓導叙判任官三等△前敎員李愚定  任公立木浦普通學校本科訓導叙判任官四等△前副敎員金振聲  任公立木浦普通學校本科副訓導叙判任官四等△桑島兼三郞任公立群山普通學校本科訓導叙判任官三等△前敎員李匡來  任公立郡山普통 學校本科訓導叙判任官四等  前副敎員南相瓚  仝韓錫麟  任公立群山普통 學校本科副訓導叙判任官四等△橋口龍太郞  任公立濟州普통 學校本科訓導叙判任官三等△前副敎員池弘游  任公立濟州普통 學校本科副訓導叙判任官四等△前副敎員梁洪濟任公立濟州普통 學校專科副訓導叙判任官五等△照屋敏夫  任公立南原普통 學校本科訓導判任官三等△前副敎員宋完燮  任官立南原普통 學校本科副訓導叙判任官四等△前副敎員魚秉善  任公立南源普통 學校專科副訓導叙判任官五等△筒井松太郞  任公立安城普통 學校本科訓導叙判任官三等△前敎員李茂▣  任公立安城普통 學校本科訓導叙判任官四等△前敎員沈應河  任公立▣城普통 學校專科訓導叙判任官四等  前副敎員吳珪泳  任公立安城普통 學校本科副訓導叙判任官四等△右田秉辰  任公立東萊普통 學校本科訓導叙判任官三等△前副敎員金建洙  任公立東萊普통 學校本科副訓導叙判任官四等△前副敎員李玄植  張道淵  任公立東萊普통 學校專科副訓導叙判任官五等△高野寛  任公立尙州普통 學校本科訓導叙判任官三等△前副敎員梁在克  任公立尙州普통 學校學校本科副訓導叙判任官四等  前副敎員金祉燮  任公立尙州普통 學校專科副訓導叙判任官五等△原田佐一郞  任公立仁川普통 學校本科訓導叙判任官三等△前副敎員姜新馨任公立仁川普통 學校本科副訓導叙判任官四等△前副敎員徐丙斗  任公立仁川普통 學校專科副訓導叙判任官四等,기사; 정치,1698
部令,●部令法部令第二号法官養成所規則第一欵  摠則第一條  法官養成所난 聞國五百四年三月二十五日  勅令第四十九号法官養成所規程第一條에 依야 法官의 必要한 法律專門을 敎授할 事○第二條  生徒에게 在學中은 敎課書를 借給고 必要紙筆墨을 支給할 事○第三條  本所의 事務便利를 爲야 監督난 事務를 以敎官中學規의 曾有履歷한 簡精人으로 長副長이 特定兼任케할 事○第四條  監督事務난 本所長副長의 命令을 承야 敎▣勤慢과 學員進退及 本所內一切事務를 監督켸할 事但現今間은 判任敎官中四人으로 各項書記와 會計事務에 上官의 指揮을 承야 專任할 事○第五條  監督은 敎官敎師及學員의 進不進記를 每月終에 長副長의게 經야 妥辦케할 事  進不進記난 印札紙로 成冊야 敎官及敎師난 捺章고 學員은 打點켸할 事○第二欵  學課及程度第一條  法官養成所學課난 法學通論民刑法民刑事訴訟法憲法行政法國際法商法現行法律筭術作文外國律例로 定할 事但時宜를 從야 學科科目을 增减함도 得할 事○第二條  學科의 敎授時間은 五時間으로 定호 長短晷을 隨야 推移改定할 事○第三條  學科의 敎授分掌함과 各班의 學科를 本所長副長이 協議야 定할 事○第三欵  入學  休學第一條  入學은 每年春秋期로 許入할 事但春秋兩期內에도 普通學識俱備한 人이 願入거든 試驗을 經한 後特爲入學할 事○第二條  入學人의 資格과 禀請狀及保證狀의 呈出함은 本所規程第一号第二号書式에 依야 施行할 事○第三條  夏期休學과 秋期上學은 節序早晩을 隨야 本所長副長이 臨時决定할 事○第四條  休學日은 左表에 依할 事  一萬壽聖節  一千秋慶節  一開國紀元節  一興慶節一繼天紀元節  一每日曜日  一夏期休學  夏期休學日로 秋期上學日지 六十日을 越치 勿할 事  一冬期休學  十二月二十六日로 一月五日지  一陰曆名節十二月二十五日로 正月二十日지 寒食前日로 寒食日지 秋夕前日로 秋夕日지  一外國名節은▣時야 本所長副長이 量宜야 休學을 許할 事  但婚喪을 因거나 不得已한 事故가 有야 本所內에셔 確知난 暫時休學은 監督이 許由고 一週日에 過난 休學은 監督을 經야 本所長副長의 許由를 得할 事（未完）,정치; 기사,1008
敍任及辭令,○敍任及辭令官立漢城日語學校副敎官 郭瑨 觧兼任官立漢城日語學校書記 六月十九日度支部稅務主事 陳庸錫 度支部主事 全命圭 依願免本官 △任度支部稅務主事敍判任官七級 前敎官 安鍾謙 △任度支部書記郞敍判任官 林相元 以上六月二十日命祕書監卿敍勅任官二等 從二品 趙民煕 △觧宮內府會計調査委員 經理院監督 劉臣赫 △宮內府禮式官 金祚鉉 仝 玄百運 觧宮內府會計調査委員補佐員 △學部視學官 魚瑢善 任官立漢城日語學校敎官敍奏任官四等 △任學部視學官敍奏任官四等 學部書記郞 尹世鏞 以上六月二十二日九品 閔再鎬 仝 咸在元 仝 閔永喜 仝 姜星煕 仝 金濬植 仝 許淑 仝 鄭僑源 仝 金泰翊 仝 朴光禧 仝 孫顯秀 仝 李慶煕 仝 金宇鎭 仝 朴恒魯 仝 李啓浩 仝 尹載炳 仝 金敬憲 仝 趙九顯 仝 田昌鎭 仝 吳憲均 仝 韓翼東 仝 朴基善 仝 金永斗 仝 金善榮 仝 池錫垠 仝 金弼勳 仝 李鍾殷 仝 金東恒 仝 梁川煥 仝 吳學濬 仝 金學善 仝 宋文朝 仝 崔崙源 仝 文錫獻 仝 趙漢勗 仝 朴彜秉 仝 邊時鵬 仝 韓應源 仝 尹泰榮 仝 金基政 仝 金永耉 仝 邊錫圭 仝 安鍾哲 仝 李형 淳 仝 辛泰斌 仝 李錫地 仝 韓相舞 仝 秦炳正 仝 崔庚植 仝 洪祐定 仝 丁世重 仝 李敬植 仝 徐基殷 任度支部書記郞敍判任官 以上六月二十日,기사; 정치,583
商業會議所困難,●商業會議所困難再昨年七月分에 白銅貨整理의 方法이 不美 決果로 實業界에 恐慌이 大起야 商民이 閉門逃走며 或飮藥自死야 紛紛던 同時에 政府當局者와 財政主務大臣에 對야 救濟策을 陳述며 或 哀訴도 야 此情狀이 天陛에 洞燭되야 皇室內帑錢中으로 三十五萬圜을 下賜시고 爲先時急 恐慌을 捄濟라 시며 一邊傳飭政府사 商民을 捄濟라 실 不意에 三十萬圜은 財政顧問 目賀田種太郞氏 管轄下에 收入되야 方在漢城共同倉庫株式會社와 漢城手形組合兩處에 基本金으로 使用고 五萬圜은 天一銀行의 任置貸付얏더니 其後 銀行整理時에 不得已야 該錢債權을 商業會議所로 渡來야 該債權中에셔 生 利子로 會議所經費가 幾分間 補充이 되 故로 今日 該會議所가 成樣이 되 一般 社會가 歡喜 바이러니 不意前月에 自經理院으로 該錢을 上納라 督促이 突至터니 日前의 經理院에셔 農商工部의 照會고 收納라 야 該部에셔 日昨에 商業會議所會長 趙鎭泰氏를 招致야 限三日內에 上納단 標를 書呈라  故로 該氏가 不可 辭意를 累累說明야더니 該部大臣及次官이 言되 然則 不可放歸라 고 該部會計局에 留宿케  故로 不得已 滯留얏더니 翌日 該大臣이 仕進時에 該會議所에셔 総代 李君弼 郭泰鉉 兩氏를 派送야 會頭가 滯在本部면 該錢收納이더욱 遲延 더러 三日爲限은 萬萬不可 意로 該大臣에게 言及얏더니 該大臣이 言기를 三日後 當納 標을 修呈면 吾有寬恕之道여를 敢折威令니 萬萬可憎이라 至今이라도 限三日標를 修呈면 放釋 거시오 不然則 照會警廳야 督納리니 思量라  故로 該氏가 不得已 標을 書呈被釋얏다더라,사회; 기사,790
敍任及辭令,官報○敍任及辭令○三月三十一日任郡主事敍判任官四等 崔在南○四月一日任財務監督局主事敍判任官四等 九品 朴洵道○四月九日特敍大勳賜李花大受章 日本國陸軍大將男爵 大久保春野 △李重和 申億休 任財務署主事敍判任官四等 △兼任度支部主事 財務署主事 李重和 △臨時財産整理局主事 後藤哲造 任財務監督局主事敍判任官三等 △任財務監督局主事敍判任官四等 財務署主事 佐藤憲彰 △任財務署主事敍判任官三等 財務監督局主事 李完稙 △任關稅局主事敍判任官五等 稅關監吏 野口信二 △任稅關主事敍判任官四等 關稅局主事 吉武彰 △任稅關主事敍判任官二等 關稅局監視官補 宇都野芳造 △公立水原普通學校本科訓導兼敎監 山崎三郞 任道主事敍判任官三等 △公立平壤普通學校本科訓導兼敎監 關根義幹 任道主事敍判任官三等 郡主事 崔在南 命全羅南道觀察道在勤(以上三月三十一日內部) △命京畿觀察道在勤 道主事 山崎三郞 △命忠淸北道觀察道在勤(以上四月九日內部)道主事 關根義幹 △依願免本官(四月十日內部) 警部 渡邊幸作 △依願免本官(二月二十八日度支部)財務署主事 上田憲章 △財務署主事 李鼎薰 仝 安井泰次郞 依願免本官(以上三月三十一日度支部)補德川財務署長財務署財務官 金東植 △財務署財務官補江界財務署長(以上四月八日度支部) △免本官 財務署主事兼度支部主事 早川增太郞 右 所管財務監督局長의 報告 據査 즉 該員이 楊平財務署及利川財務署에 出張時自己가 隱結을 發見얏스나 賞與金詐取의 目的으로 假設名義의 密告書 作成야 賞與金을 受領니 官紀所在에 不可仍寘이기 官員懲戒令第一條及第二條에 依야 免本官 △依願免本官(以上四月九日度支部)財務監督局主事 孫顯秀,정치; 기사,747
隆煕貳年拾月二拾七日 官報,●告示農商工部告示第拾三號 (續)商法(明治三拾二年法律第四拾八號)第百七十條 取締役은 各自會社를 代表第六拾二條의 定規 取締役에게 此를 準用(參照)第六拾二條 會社를 代表 社員은 會社의 營業에 關 壹切裁判上又 裁判外의 行爲를 行 權限을 有法人은 理事其他代理人이 其職務를 行으로 他人의게 及 損害를 賠償 責에 任理事의 代理權에 加 制限은 此로쎠 善意의 第三者에게 對抗을 不得第百七十壹條 取締役은 定欵及総會의 決議錄을 本店及支店에 備置고 且株主名簿及社債原簿 本店에 備置을 要株主及會社의 債權者 營業時間內何時던지 前項에 揭 書類의 閱覽을 求을 得第百七拾二條 株主名簿에 左開事項을 記載을 要壹 株主의 姓名住所二 各株主의 株式의 數爻及株券의 號數三 各株에 對야 辦納 株金額及辦納 年月日四 各株式取得의 年月日五 無記名式의 株券을 發行 其數爻號數及발行의 年月日第百七十三條 社債原簿에 左開事項을 記載을 要壹 社債權者의 姓名. 住所二 債券의 號數三 社債의 總額四 各社債의 金額五 社債의 利率六 社債償還의 方法及期限七 債券發行의 年月日八 各社債取得의 年月日九 無記名式의 債券을 발行 時 其數효號數及발行의 年月日 [未完],정치; 기사,594
韓會演說,"昨報와 如히 鄭雲復氏가 輿論에 價値란 問題로 激切히 演述다가 其結辭의 慨意가 如左니我國은 五百餘年之間에 正名分立紀綱으로써 治國의 要典을 앗거날 今에 亘萬古所無之大變이 出야 壹個宋秉畯이 天陛咫尺之地에셔 被酒亂嚴다가 佩刀 拔야 侍從近臣을 刺랴 고 甚至於女官의 衣裳에 鮮血을 染케 얏스니 無嚴不敬이 胡至此極고 然而朝의 言官과 野의 儒生이 忠臣이라던지 逆賊이라던지 壹言을 發며 壹疏 呈 者ㅣ 絶無하니 許多言官과 許多儒生이 擧皆安在오士氣가 如此히 衰頹  아니라 所謂當局者가 眼無君父 宋秉畯을 掩護야 置而不問니皇室의 尊嚴을 何以保存며 朝廷의 紀綱을 何以維持며 萬古의 臣子 何以懲戒며 後世의 痛罵를 何以免焉이리오大抵輿論의 價値가 有二니 壹曰勢力的價値오 壹曰眞理的價値라 勢力的價値 何也오 以上에 述과 如히 國家社會에 重大 問題가 有거 宋秉畯과 如히 大不敬極無嚴 者가 有면 其威力이 如何히 大며 其勢權이 如何히 盛지라도 輿論의 勢力으로써 能히 制裁나니 此 人類의 無上 勢力이라 然이나 國法上에 命令權과 强制權이 無니 此 吾人의 注意處라 故로 輿論의 勢力이 人의 生命, 身體, 自由에 變動을 與기 不能고 但其地位, 名譽, 思想에 影響을 及케 나니 如彼 無嚴不敬之徒에게 對야 輿論이 壹發면 其地位 到底히 保有치 못지오 若人의 力으로써 能히 除去치 못면 天必罰之하리라고 云云얏더라",사회; 기사,698
The American battleship Fleet has arrived in Hampton Roads,"The American battleship Fleet has arrived in Hampton Roads after its journey round the world and has been received in full state by the President and his Cabinet. Patriotic and congratulatory speeches have been made and one and all are satisfied. The representatives of the Press have had the opportunity of staining many sheets of paper with eulogistic articles; the statesmen have had the chance of making many speeches; and the Naval officers have suffered the punishment of reading them and listening to them. By this time it is all over, and the officers and men of the fleet can congratulate themselves on having done more for their country in times of peace than any others. It is an axiom among Britishers that a British Admiral and his staff are the finest diplomatists and peacemakers we have. We think, in view of recent events, that the same compliment can be paid to the American Admirals and their officers",기사; 정치,920
敍任及辭令,●敍任及辭令任中樞院議官敍奏任官五等 正三品 李海鵬 二月十八日陞正二品 兼任侍講院詹事 李址鎔 ○陞從二品 秘書院丞 尹鍾永 ○陞正三品 掌禮院相禮 閔丙星 四品 鄭夏默 六品 朴海容 ○秘書院丞 尹鍾永 掌禮院相禮 閔丙星 依願免本官 ○任秘書院丞敍奏任官五等 正三品 李範世 ○任掌禮院相禮敍奏任官六等 侍講院侍讀官 金春洙 ○任侍講院侍讀官敍判任官六等 六品 宋觀憲 以上二月十九日忠淸南道觀察府主事 河晃植 仝 蔡洪圭 依願免本官 ○沈義澤 朴載厚 任忠淸南道觀察府主事敍判任官六等 以上二月二十日依願免本官 咸鏡北道觀察府主事 南希奎 ○任咸鏡北道觀察府主事敍判任官七等 姜尙鎬 以上二月二十二日依願免本官 外部主事 朴初陽 ○任外部主事敍判任官五等 仁川監理署主事 李建台 ○任仁川監理署主事敍判任官五等 九品 朴初陽 以上二月二十二日依願免本官 外部主事 尹政求 ○任外部主事敍判任官四等 德源監理署主事 李圭東 ○任德源監理署主事敍判任官六等 九品 尹政求 ○李根浩 李丙昌 李東煥 金春培 朴昌鎬 鄭元朝 金允鉉 任外國語學支校副敎官敍判任官六等 以上二月二十三日依願免本官 弘文館侍讀 郭粲 ○任弘文館侍讀敍判任官七等 秘書院郞 柳寅哲 ○任秘書院郞敍判任官七等 六品 申容雨 以上二月二十四日,정치; 기사,558
森林法의 注觧,●森林法의 注觧      （續）    部分林規則에 依야 注意것本年三月五日農商工部令第六十三號로 國有森林山野部分林規則이 業已發布되얏슨즉 森林法第三條의「部分林」은 本則에 定바에 依야 設定된지라 今에 此에 就야 注意 要点의 事項을 列記코노니部分林者 造林者가 國有森林山野를 無料로 使用造林야 伐期에 達 後其收益을 政府와 造林者間에 分排을 謂이라部分林의 面積은 該規則第二條에 規定과 如히 最小區域이 五町步로 定야 五町步以上은 幾十百町歩든지 制限치아니얏니 此 無他라 林業은 大수록 大 經濟的施設을 行기에 適宜 緣故ㅣ라   萬若五町步以內의 國有森林山野를 借用造林코자 者 部分林規則에 准據치 勿고 農商工部令苐六十五号로 發布된 森林法施行細則에 依야 借地許可를 得 後事業에 着手지라 大抵五町步以上되 地段이라도 部分林規則에 期於遵行라고 制限치아니으로 借地許可를 得야 造林을 得지로 若其面積이 廣大면 多額의 借地料를 要고로 大面積의 造林은 部分林規則에 依據이 反爲便益지오 又國有森林山野로 其經營上或은 國土保安의 關係土에 依야 國有로 保存 必要가 無 者 賣却 規定도 仝則에 發布되얏니라                      （未完）,사회; 기사,612
叙任及辭令,官      報○叙任及辭令  ○四月六日李奎昉  林正得  任官立漢城師範學校本科訓導叙判任官三等△金鍾台  金演榮  鄭國釆  柳根水  任公立普通學校本科訓導叙判任官三等△韓容求  洪慶燮  尹相彥  柳世榮  柳必秀  朴來潤  崔能燮  姜聖周  李宗寧  池相璉  李翎華  李善燮  韓台鉉  申商雨  宋琪玉  李鍾秀  成樂榮  宋淳鐸  睦榮夏  任公立普通學校本科訓導叙判任官四等△崔哲岳  任公立普通學校本科訓導叙判任官三等△宋炳星  尹雄模  任公立普通學校本科訓導叙判任官四等△孫日峯徐廷集  朴南圭  朴泃龍  宋昌漢  兪鎭圻  趙文仲  朴膺緖  宋琦在  邊宗冀  南宮灼  朴宗勳  白南珪  邊見龍  柳煌翼  金相瑀  卞榮壽  金世駿  文汝誠  朴基永  申彥甲  梁鎬昌  李起春  全永澤  安庸錫  成世慶  金道秀  宋文華  金昌彥  白周洙  閔丙敎  趙榮軾  蘇鎭根  李容典  咸眞悟  朴廷淳  金思現  金膺善  車相益  魯相鳳  盧  樟  金仁永  金炳潞  桂錫朋  文天雄  李序求  金秉洪  任公立普通學校本科副訓導叙判任官四等郡主事金海雄  任府主事叙判任官五等△朴弻煥  崔형 源  任公立普通學校本科副訓導○四月二十二日徐弘淳  任公立普通學校本科副訓導叙判任官四等○四月二十三日鄭圭亨  任公立普通學校本科副訓導叙判任官四等○四月二十五日金赫濟  任郡主事叙判任官四等府主事朴寅喆  依願免本官△府主事金海雄  命務安府在勤（以上四月十九日內部）  △郡主學金赫濟  命富平郡在勤（四月二十五日內部）△郡主事李相璧  依願免本官△郡主事車  轂命京畿觀察道在勤（以上四月二十六日內部）△警部陳貞光  依願免本官警部孫海震  命大邱警察署勤務（以上四月二十八日內部）  △公立普通學校本科訓導金鍾台  命公立開城普通學校在勤△公立普通學校本科訓導金演榮  命公立校洞普通學校在勤△公立普通學校本科訓導鄭國釆  命公立靈岩普通學校在勤△公立普通學校本科訓導柳根水  命公立城津普通學校在勤△公立普通學校本科訓導韓容求命公立馬山普通學校在勤△公立普通學校本科訓導洪慶燮  命公立安州普通學校在勤△公立普通學校本科訓導尹相彥  命公立全州普通學校在勤△公立普通學校本科調導柳世榮  命公立光州普通學校在勤△公立普通學校本科訓導柳必秀  命公立驪州普通學校在勤△公立普通學校本科訓導朴來潤  命公立濟州普通學校在勤△公立普通學校本科訓導崔能燮  命公立寧邊普통 學교 在勤△公立普통 學교 本科訓導姜聖周  命私立間島普通學교 在勤△公立普통 學교 本科訓導李宗寧  命公立咸興普통 學교 在勤△公立普통 學교 本科訓導沈相璉  命公立群山普통 學교 在勤△公立普통 學교 本科訓導李善燮  命公立宣川普통 學교 在勤△公立普통 學교 本科訓導韓泰鉉  命公立慶州普통 學교 在勤△公立普통 學교 本科訓導申商雨  命公立晉州普통 學교 在勤△公立普통 學교 本科訓導宋琪玉  命公立元山普통 學교 在勤△公立普통 學교 本科訓導李鍾委  命公立平壤普통 學교 在勤△公立普통 學교 本科訓導成樂榮  命公立春川普통 學교 在勤△公立普통 學교 本科訓導宋淳鐸  命公立羅州普통 學교 在勤（以上四月六日學部）,정치; 기사,1395
金倅照會,●金倅照會始興郡守金漢睦氏가 日本理事廳에 照會 全文이 如左니 本郡永登浦附近所在公有地及民有地를 貴國人木村稔等이 穪以雲峴宮에 借得이라야 殖產會社를 組織고 該地段를 無難强佔야 一境人民之將至失產에 呼寃不已이기 詳探于雲峴宮則雲峴宮公文內開에 昨年分仁港居金泰一等이 誣訴本宮인바 及其奷狀綻露에 金泰一等을 捉囚于仁港監理署矣러니 追聞該漢이 逃躱逗▣于永登浦야 又圖做事니 該請願이 旣係誣罔인즉 自歸勿施라 捉囚嚴懲라바 查此金泰一之欺取借與之認狀을 木村稔이 設計奪取고 退出社員고 本郡西北兩面에 遍揷標木야 公上民地를 認作已物며 勒奪山林고 墳墓近處에 掘土採石故로 屢次禁止되 終不聽施고 强制人民야 勒佔土地니 怨聲漲天에 一境이 嗷嗷라 盖金泰  이 雖云借得이나 所有權이 無고 雲峴宮에셔 初無公有民有之地借與則其無効가 一也오 會社組織 法意가 所屬官部에 認許가 無니 其無効가  也오 本支店의 所在地에 不爲登記얏스니 其無効가 三也오 當初請願 金泰一이 洮躱不現니 其無效가 四也라 此 法律之所當禁이오 商法之所不許也라 玆에 照會오니 照亮後에 所謂殖產會社를 觧散케시고 本郡公私所有土地를 㪅勿侵佔케심을 爲要라얏더라,사회; 기사,567
遞議政大臣趙秉鎬氏가 今番宮禁令以前에,遞議政大臣趙秉鎬氏가 今番宮禁令以前에 登筵袖箚가 如左니臣竊伏見 陛下自臨御以來凡於奉 先之節致敬盡禮靡不用極臣嘗欽仰萬萬而惟是 宗廟展謁之禮闕而不擧爲幾年矣中外羣情莫不駭惑臣誠未曉其故也帝王駕幸之地天地助佑神靈拱護 陛下何憚而久未之行乎卽下 成命以伸情禮斷不可已也今之言時務者莫不以肅쳥 宮禁爲第一件事盖許多挾雜之類甚至邪術之輩夤緣曲逕出入 深嚴種種有聽聞之可駭至有外國之唾笑譏侮者臣窈痛之願自今一切斥逐使禁扃之內廓然肅쳥焉以言乎外交則宜其布昭信義務歸和哀不可自貽疑阻以開端緖而挽近奸細之徒左右瞬目以至爲眩惑 聖聰全濟其私此皆誤國之유也自今日上下一心信以交外修擧德政任賢使能然後邦業庶幾重恢矣以言乎民情則塗炭已極殿屎相續困於貪汚之掊克病於竊發之표奪恇겁許多侵虐因之以饑饉加之以兵革民窮到此國胡以爲國乎此其故多出於守宰之不得其人耳另以廉潔公明之人擇差下送以救倒懸之急至若各敎各會其名不一而最其爲獘之甚者於守宰則輒加凌轢於平民則勅騙財産無事不爲無獘不生斯可曰陛下之赤子乎臣聞后非民罔與守邦顧今一國之內爲 陛下之赤子者無幾則陛下將誰與而守邦乎思之급此不覺寒心而骨젼宜先立紀綱以彰善而癉惡所不可已也以言乎爵賞則人主之大柄其難至愼者也近日副卿 齋郞之輪啣乍出旋止乍止旋出殆無限節受之者固爲榮貴其爲政令之累鎖刻之嫌果何如哉至於 賜與宜節無濫古之明王雖獘袴猶遂有功況加於獘袴而濫之者乎目下危迫之狀不可枚擧所陳諸條雖若迂遠之論臣以謂今日急先務恐無以過此何也倘 陛下於此翕受而實心行之其餘各獘自當綱擧而目張源쳥而流潔矣乞留 聖念毋忽千萬幸甚臣旣不以見職自居則妄此所陳極涉猥越而平日완轉床席之際抱玆耿耿思欲一進者久知今旣登筵不敢不言不任恐惶之至,기사; 사회,715
司法,●司法 四月二十日 別紙 (續)平安北道裁判所所管懲役人犯中六犯外可合放送秩崔枝衡 私掘人塚罪 役五年金重涉 殘毀死屍罪 役七年金京煥 私掘人塚罪 役五年張儀俊 私掘人塚罪 役十五年李甲午 私掘人塚罪 役五年尹成道 私掘人塚罪 役五年六犯外可合減等秩秋尙寬 匪徒隨從罪 役五年 減一等三年金淑福 匪徒隨從罪 役五年 減一等三年鄭萬돌 匪徒隨從罪 役五年 減一等三年申億孫 匪徒隨從罪 役五年 減一等三年趙銘鎬 匪徒隨從罪 役十年 減一等七年李容光 匪徒隨從罪 役十年 減一等七年金才成 匪徒隨從罪 役七年 減一等五年金丙元 匪徒隨從罪 役七年 減一等五年金召史 欲爲受賂掩獄罪 役二年 減一等一年半李元洽 獄囚故放罪 役十年 減一等七年韓國成 私掘人塚負去白骨罪 役十年減一等七年崔宅甫 獄囚故放罪 役十年 減一等七年六犯內可合減等秩安道玄 獄事干犯罪 役十年 減一等七年金九仲 獄事干犯罪 役五年 減一等三年金召史 擅殺讐人罪 役十五年 減一等十年金應德 獄事干犯罪 役十年 減一等七年金乙男 獄事干犯罪 役七年 減一等五年金郁祚 劫奪未成罪 役十年 減一等七年金碩甫 獄事干連罪 役二年半 減一等二年金文斌 劫寡未成罪 役七年 減一等五年鮮于楷得 劫奪未成罪 役十五年 減一等十年 (未完),기사; 정치,547
度支部令第五號,○度支部令第五號  銀行條例施行細則      〔前號續〕第十六條  前條第二項의 境遇에 在하야 會社 株式의 各讓交人에 對히야 二週日間을 下치아니 期間內에 辦納이 可 意로 催告를 發을 要이라 此境遇에 在하야 最先히 滯納金額의 辦納을 讓交人이 株式을 取得이라  讓交人이 辦納을아니 時 會社 株式을 競賣을 要이라 此境遇에 在하야 競賣를 依하야 得 金額이 滯納金額에 滿치아니 時 從前에 株主로 其不足額을 完償케을 得이라 若或從前의 株主가 二週日內에 此를 完償아니 時 會社 讓交人에 對하야 其完償을 請求을 得이라第十七條  株式의 讓交人이 其讓交를 株式名簿에 記載 後二個年을 經過 時 前條에 定 責任을 免을 得이라第十八條  第十五條의 規定은 株式擔當人이 期日에 第一回의 株金辦納을아니 境遇에 此를 准用이라 但其擔當人이 無에 至 株式에 對하야 發起人은 㪅히 株主를 募集을 得이라第十九條  株式會社에 左開書類를 備置하고 株主及會社의 債務者의 請求가 有 時 營業時間內 勿論何時하고 閱覽에 供을 要이라  一  定欵  二  総會의 决議權  三  株主名簿  四  社債原簿          〔未完〕,기사; 정치,588
